date,exact_matches,mean_hmm_cost,median_hmm_cost,rejected,scorpio,total,total_hmm_cost,inserted
2022-06-03,36,0.66,0.0,0,Omicron (BA.4-like),67,44.0,31
2022-06-04,41,0.98,1.0,0,Omicron (BA.4-like),95,93.0,54
2022-06-04,279,1.18,1.0,3,Omicron (BA.2-like),739,874.0,457
2022-06-04,87,1.1,1.0,1,Omicron (BA.5-like),210,230.0,122
2022-06-04,0,10.0,10.0,1,Omicron (Unassigned),1,10.0,0
2022-06-04,0,1.0,1.0,0,Omicron (XE-like),1,1.0,1
2022-06-05,100,0.91,1.0,0,Omicron (BA.5-like),216,196.0,116
2022-06-05,45,0.98,1.0,0,Omicron (BA.4-like),99,97.0,54
2022-06-05,283,1.22,1.0,3,Omicron (BA.2-like),757,922.0,471
2022-06-05,0,1.0,1.0,0,Omicron (XE-like),1,1.0,1
2022-06-06,103,0.85,0.0,0,Omicron (BA.4-like),197,167.0,94
2022-06-06,198,1.06,1.0,0,Omicron (BA.5-like),471,499.0,273
2022-06-06,461,1.27,1.0,3,Omicron (BA.2-like),1284,1626.0,820
2022-06-06,0,1.5,1.5,0,Omicron (XE-like),2,3.0,2
2022-06-06,1,0.0,0.0,0,Omicron (Unassigned),1,0.0,0
2022-06-07,456,1.21,1.0,3,Omicron (BA.2-like),1292,1568.0,833
2022-06-07,201,0.96,1.0,1,Omicron (BA.5-like),452,432.0,250
2022-06-07,99,0.89,1.0,0,Omicron (BA.4-like),214,190.0,115
2022-06-07,0,23.0,23.0,1,Delta (AY.4-like),1,23.0,0
2022-06-08,492,1.16,1.0,4,Omicron (BA.2-like),1286,1487.0,790
2022-06-08,234,0.96,1.0,1,Omicron (BA.5-like),513,493.0,278
2022-06-08,107,0.8,1.0,0,Omicron (BA.4-like),218,174.0,111
2022-06-08,0,47.0,47.0,1,Probable Omicron (Unassigned),1,47.0,0
2022-06-08,0,6.0,5.5,2,Omicron (Unassigned),4,24.0,2
2022-06-09,359,1.2,1.0,3,Omicron (BA.2-like),938,1129.0,576
2022-06-09,175,1.13,1.0,2,Omicron (BA.5-like),414,466.0,237
2022-06-09,109,0.78,1.0,0,Omicron (BA.4-like),222,174.0,113
2022-06-09,0,7.0,7.0,1,Omicron (Unassigned),2,14.0,1
2022-06-09,0,2.0,2.0,0,Omicron (XE-like),1,2.0,1
2022-06-10,209,0.9,1.0,0,Omicron (BA.5-like),461,417.0,252
2022-06-10,103,0.87,1.0,0,Omicron (BA.4-like),215,188.0,112
2022-06-10,399,1.23,1.0,1,Omicron (BA.2-like),1093,1344.0,693
2022-06-10,1,6.0,6.0,1,Omicron (BA.1-like),2,12.0,0
2022-06-10,1,0.0,0.0,0,Omicron (Unassigned),1,0.0,0
2022-06-10,0,1.0,1.0,0,Omicron (XE-like),1,1.0,1
2022-06-11,96,0.83,0.0,0,Omicron (BA.4-like),189,156.0,93
2022-06-11,204,0.92,1.0,2,Omicron (BA.5-like),418,384.0,212
2022-06-11,365,1.23,1.0,1,Omicron (BA.2-like),948,1164.0,582
2022-06-11,0,2.0,2.0,0,Omicron (Unassigned),1,2.0,1
2022-06-11,0,1.0,1.0,0,Omicron (XE-like),1,1.0,1
2022-06-12,0,13.0,13.0,1,Omicron (BA.1-like),1,13.0,0
2022-06-12,177,0.96,1.0,0,Omicron (BA.5-like),421,404.0,244
2022-06-12,52,1.08,1.0,0,Omicron (BA.4-like),138,149.0,86
2022-06-12,261,1.19,1.0,2,Omicron (BA.2-like),701,834.0,438
2022-06-13,300,1.32,1.0,1,Omicron (BA.2-like),860,1134.0,559
2022-06-13,317,0.85,1.0,0,Omicron (BA.5-like),643,547.0,326
2022-06-13,103,0.82,1.0,0,Omicron (BA.4-like),218,179.0,115
2022-06-13,0,4.5,4.5,0,Omicron (BA.1-like),2,9.0,2
2022-06-14,210,0.98,1.0,0,Omicron (BA.5-like),491,480.0,281
2022-06-14,191,1.3,1.0,2,Omicron (BA.2-like),588,766.0,395
2022-06-14,91,0.86,1.0,0,Omicron (BA.4-like),187,161.0,96
2022-06-14,1,1.5,1.5,0,Omicron (BA.1-like),2,3.0,1
2022-06-14,0,11.0,11.0,1,Omicron (Unassigned),1,11.0,0
2022-06-14,1,0.0,0.0,0,Omicron (XE-like),1,0.0,0
2022-06-15,253,0.84,0.0,2,Omicron (BA.5-like),502,422.0,247
2022-06-15,101,0.86,1.0,0,Omicron (BA.4-like),211,181.0,110
2022-06-15,279,1.12,1.0,1,Omicron (BA.2-like),679,760.0,399
2022-06-16,243,0.86,1.0,0,Omicron (BA.5-like),525,454.0,282
2022-06-16,255,1.28,1.0,3,Omicron (BA.2-like),694,886.0,436
2022-06-16,103,0.9,1.0,0,Omicron (BA.4-like),229,206.0,126
2022-06-16,0,1.0,1.0,0,Omicron (XE-like),1,1.0,1
2022-06-17,263,1.32,1.0,4,Omicron (BA.2-like),783,1037.0,516
2022-06-17,299,0.96,1.0,3,Omicron (BA.5-like),662,634.0,360
2022-06-17,97,1.13,1.0,1,Omicron (BA.4-like),228,258.0,130
2022-06-17,0,10.5,10.5,2,Omicron (Unassigned),2,21.0,0
2022-06-18,281,0.97,1.0,0,Omicron (BA.5-like),634,613.0,353
2022-06-18,209,1.37,1.0,4,Omicron (BA.2-like),642,879.0,429
2022-06-18,79,0.92,1.0,0,Omicron (BA.4-like),178,163.0,99
2022-06-18,0,2.0,2.0,0,Omicron (XE-like),1,2.0,1
2022-06-19,46,1.11,1.0,1,Omicron (BA.4-like),96,107.0,49
2022-06-19,145,1.01,1.0,1,Omicron (BA.5-like),339,342.0,193
2022-06-19,56,1.3,1.0,0,Omicron (BA.2-like),168,219.0,112
2022-06-20,347,1.02,1.0,0,Omicron (BA.5-like),791,809.0,444
2022-06-20,119,1.39,1.0,3,Omicron (BA.2-like),346,481.0,224
2022-06-20,85,1.01,1.0,1,Omicron (BA.4-like),192,193.0,106
2022-06-21,392,1.02,1.0,1,Omicron (BA.5-like),900,921.0,507
2022-06-21,141,1.43,1.0,4,Omicron (BA.2-like),367,526.0,222
2022-06-21,83,0.93,1.0,0,Omicron (BA.4-like),206,192.0,123
2022-06-21,0,10.0,10.0,1,Omicron (Unassigned),1,10.0,0
2022-06-21,0,1.0,1.0,0,Omicron (XE-like),1,1.0,1
2022-06-22,263,0.95,1.0,0,Omicron (BA.5-like),621,589.0,358
2022-06-22,119,1.47,1.0,2,Omicron (BA.2-like),366,538.0,245
2022-06-22,89,1.01,1.0,0,Omicron (BA.4-like),207,209.0,118
2022-06-22,0,1.0,1.0,0,Omicron (Unassigned),2,2.0,2
2022-06-22,0,2.0,2.0,0,Omicron (XE-like),1,2.0,1
2022-06-23,98,1.39,1.0,2,Omicron (BA.2-like),269,374.0,169
2022-06-23,258,0.97,1.0,0,Omicron (BA.5-like),559,542.0,301
2022-06-23,80,0.91,1.0,0,Omicron (BA.4-like),182,165.0,102
2022-06-23,0,2.0,2.0,0,Omicron (XE-like),1,2.0,1
2022-06-24,320,0.95,1.0,0,Omicron (BA.5-like),729,694.0,409
2022-06-24,83,1.05,1.0,1,Omicron (BA.4-like),199,209.0,115
2022-06-24,79,1.4,1.0,2,Omicron (BA.2-like),233,327.0,152
2022-06-25,283,1.09,1.0,1,Omicron (BA.5-like),694,756.0,410
2022-06-25,99,1.53,1.0,3,Omicron (BA.2-like),289,441.0,187
2022-06-25,76,0.95,1.0,0,Omicron (BA.4-like),177,169.0,101
2022-06-25,1,0.0,0.0,0,Omicron (Unassigned),1,0.0,0
2022-06-26,68,1.18,1.0,1,Omicron (BA.4-like),199,235.0,130
2022-06-26,285,1.1,1.0,3,Omicron (BA.5-like),726,801.0,438
2022-06-26,87,1.71,1.0,5,Omicron (BA.2-like),320,547.0,228
2022-06-27,450,1.06,1.0,2,Omicron (BA.5-like),1172,1246.0,720
2022-06-27,121,1.47,1.0,3,Omicron (BA.2-like),388,571.0,264
2022-06-27,147,0.96,1.0,1,Omicron (BA.4-like),331,319.0,183
2022-06-28,95,1.62,1.0,3,Omicron (BA.2-like),317,513.0,219
2022-06-28,491,1.02,1.0,0,Omicron (BA.5-like),1166,1186.0,675
2022-06-28,137,0.9,1.0,0,Omicron (BA.4-like),297,267.0,160
2022-06-28,0,10.0,10.0,2,Omicron (Unassigned),2,20.0,0
2022-06-28,0,2.0,2.0,0,Delta (B.1.617.2-like),1,2.0,1
2022-06-29,88,1.58,1.0,3,Omicron (BA.2-like),251,396.0,160
2022-06-29,446,0.92,1.0,0,Omicron (BA.5-like),936,858.0,490
2022-06-29,105,0.89,1.0,0,Omicron (BA.4-like),223,199.0,118
2022-06-29,0,8.0,8.0,1,Delta (B.1.617.2-like),1,8.0,0
2022-06-29,0,21.0,21.0,1,Omicron (BA.1-like),1,21.0,0
2022-06-30,103,1.11,1.0,0,Omicron (BA.4-like),273,302.0,170
2022-06-30,512,1.0,1.0,3,Omicron (BA.5-like),1148,1153.0,633
2022-06-30,91,1.6,1.0,7,Omicron (BA.2-like),299,479.0,201
2022-07-01,121,1.76,1.0,8,Omicron (BA.2-like),399,703.0,270
2022-07-01,543,1.09,1.0,2,Omicron (BA.5-like),1406,1526.0,861
2022-07-01,132,1.19,1.0,1,Omicron (BA.4-like),369,440.0,236
2022-07-01,0,12.0,12.0,1,Omicron (Unassigned),1,12.0,0
2022-07-02,428,1.14,1.0,0,Omicron (BA.5-like),1136,1299.0,708
2022-07-02,94,1.74,1.0,3,Omicron (BA.2-like),343,598.0,246
2022-07-02,103,1.19,1.0,0,Omicron (BA.4-like),280,333.0,177
2022-07-03,432,1.05,1.0,2,Omicron (BA.5-like),1084,1140.0,650
2022-07-03,74,1.88,1.0,6,Omicron (BA.2-like),264,496.0,184
2022-07-03,96,1.06,1.0,0,Omicron (BA.4-like),217,229.0,121
2022-07-04,390,1.19,1.0,2,Omicron (BA.5-like),1074,1277.0,682
2022-07-04,43,1.88,1.0,5,Omicron (BA.2-like),131,246.0,83
2022-07-04,70,1.46,1.0,8,Omicron (BA.4-like),210,306.0,132
2022-07-04,0,14.0,14.0,1,Omicron (BA.1-like),1,14.0,0
2022-07-05,927,1.13,1.0,3,Omicron (BA.5-like),2430,2738.0,1500
2022-07-05,128,1.69,1.0,6,Omicron (BA.2-like),492,833.0,358
2022-07-05,179,1.22,1.0,0,Omicron (BA.4-like),485,592.0,306
2022-07-06,656,1.13,1.0,3,Omicron (BA.5-like),1721,1945.0,1062
2022-07-06,132,1.18,1.0,1,Omicron (BA.4-like),334,393.0,201
2022-07-06,87,1.69,1.0,0,Omicron (BA.2-like),329,556.0,242
2022-07-06,0,10.0,10.0,2,Omicron (Unassigned),2,20.0,0
2022-07-07,87,1.39,1.0,0,Omicron (BA.4-like),302,421.0,215
2022-07-07,575,1.1,1.0,1,Omicron (BA.5-like),1467,1613.0,891
2022-07-07,72,1.71,1.0,2,Omicron (BA.2-like),280,478.0,206
2022-07-08,776,1.11,1.0,2,Omicron (BA.5-like),2006,2217.0,1228
2022-07-08,127,1.11,1.0,0,Omicron (BA.4-like),332,370.0,205
2022-07-08,83,1.71,1.0,1,Omicron (BA.2-like),311,533.0,227
2022-07-09,391,1.18,1.0,1,Omicron (BA.5-like),1067,1259.0,675
2022-07-09,84,1.17,1.0,0,Omicron (BA.4-like),214,251.0,130
2022-07-09,57,1.57,1.0,2,Omicron (BA.2-like),213,335.0,154
2022-07-10,558,1.18,1.0,4,Omicron (BA.5-like),1507,1771.0,945
2022-07-10,92,1.35,1.0,1,Omicron (BA.4-like),280,377.0,187
2022-07-10,63,1.82,1.0,1,Omicron (BA.2-like),253,461.0,189
2022-07-11,684,1.2,1.0,1,Omicron (BA.5-like),1908,2293.0,1223
2022-07-11,79,1.61,1.0,0,Omicron (BA.2-like),284,456.0,205
2022-07-11,106,1.22,1.0,1,Omicron (BA.4-like),310,377.0,203
2022-07-11,0,1.0,1.0,0,Omicron (Unassigned),1,1.0,1
2022-07-12,471,1.18,1.0,0,Omicron (BA.5-like),1254,1479.0,783
2022-07-12,40,1.64,1.0,0,Omicron (BA.2-like),131,215.0,91
2022-07-12,0,13.0,13.0,1,Omicron (Unassigned),1,13.0,0
2022-07-12,67,1.26,1.0,0,Omicron (BA.4-like),181,228.0,114
2022-07-13,387,1.13,1.0,1,Omicron (BA.5-like),1035,1167.0,647
2022-07-13,40,1.69,1.0,1,Omicron (BA.2-like),135,228.0,94
2022-07-13,44,1.48,1.0,0,Omicron (BA.4-like),142,210.0,98
2022-07-14,419,1.22,1.0,0,Omicron (BA.5-like),1142,1390.0,723
2022-07-14,73,1.18,1.0,0,Omicron (BA.4-like),203,239.0,130
2022-07-14,21,1.77,1.0,0,Omicron (BA.2-like),99,175.0,78
2022-07-15,80,1.26,1.0,0,Omicron (BA.4-like),253,320.0,173
2022-07-15,531,1.23,1.0,1,Omicron (BA.5-like),1497,1843.0,965
2022-07-15,46,1.49,1.0,1,Omicron (BA.2-like),146,217.0,99
2022-07-16,95,1.4,1.0,0,Omicron (BA.4-like),318,445.0,223
2022-07-16,637,1.25,1.0,2,Omicron (BA.5-like),1738,2177.0,1099
2022-07-16,46,1.98,2.0,3,Omicron (BA.2-like),179,355.0,130
2022-07-16,2,0.0,0.0,0,Delta (AY.4-like),2,0.0,0
2022-07-17,518,1.22,1.0,1,Omicron (BA.5-like),1464,1786.0,945
2022-07-17,77,1.35,1.0,0,Omicron (BA.4-like),254,342.0,177
2022-07-17,42,1.93,2.0,3,Omicron (BA.2-like),151,291.0,106
2022-07-18,730,1.29,1.0,4,Omicron (BA.5-like),2101,2701.0,1367
2022-07-18,93,1.43,1.0,1,Omicron (BA.4-like),311,444.0,217
2022-07-18,43,2.0,2.0,1,Omicron (BA.2-like),179,358.0,135
2022-07-18,0,14.0,14.0,1,Omicron (Unassigned),1,14.0,0
2022-07-19,460,1.31,1.0,4,Omicron (BA.5-like),1432,1871.0,968
2022-07-19,56,1.33,1.0,0,Omicron (BA.4-like),188,250.0,132
2022-07-19,25,1.75,1.0,2,Omicron (BA.2-like),96,168.0,69
2022-07-20,445,1.19,1.0,3,Omicron (BA.5-like),1209,1444.0,761
2022-07-20,61,1.19,1.0,1,Omicron (BA.4-like),186,222.0,124
2022-07-20,18,1.65,1.5,0,Omicron (BA.2-like),60,99.0,42
2022-07-21,346,1.31,1.0,2,Omicron (BA.5-like),1046,1371.0,698
2022-07-21,48,1.3,1.0,0,Omicron (BA.4-like),141,183.0,93
2022-07-21,9,2.15,2.0,1,Omicron (BA.2-like),47,101.0,37
2022-07-21,0,7.0,7.0,0,Omicron (Unassigned),1,7.0,1
2022-07-21,0,18.0,18.0,1,Omicron (XBB-like),1,18.0,0
2022-07-22,607,1.35,1.0,7,Omicron (BA.5-like),1807,2440.0,1193
2022-07-22,22,2.06,2.0,4,Omicron (BA.2-like),97,200.0,71
2022-07-22,82,1.25,1.0,0,Omicron (BA.4-like),257,320.0,175
2022-07-23,379,1.26,1.0,3,Omicron (BA.5-like),1109,1399.0,727
2022-07-23,59,1.38,1.0,0,Omicron (BA.4-like),170,235.0,111
2022-07-23,16,2.19,2.0,2,Omicron (BA.2-like),62,136.0,44
2022-07-24,377,1.31,1.0,1,Omicron (BA.5-like),1113,1453.0,735
2022-07-24,50,1.46,1.0,1,Omicron (BA.4-like),175,255.0,124
2022-07-24,11,2.0,2.0,0,Omicron (BA.2-like),62,124.0,51
2022-07-25,115,1.4,1.0,1,Omicron (BA.4-like),351,493.0,235
2022-07-25,772,1.31,1.0,3,Omicron (BA.5-like),2321,3050.0,1546
2022-07-25,28,1.98,2.0,1,Omicron (BA.2-like),125,248.0,96
2022-07-25,0,4.0,4.0,0,Omicron (BA.1-like),1,4.0,1
2022-07-26,406,1.35,1.0,1,Omicron (BA.5-like),1221,1649.0,814
2022-07-26,58,1.3,1.0,0,Omicron (BA.4-like),159,206.0,101
2022-07-26,9,2.4,2.0,0,Omicron (BA.2-like),52,125.0,43
2022-07-27,377,1.31,1.0,2,Omicron (BA.5-like),1120,1465.0,741
2022-07-27,53,1.41,1.0,1,Omicron (BA.4-like),141,199.0,87
2022-07-27,11,1.97,2.0,0,Omicron (BA.2-like),39,77.0,28
2022-07-28,5,1.65,1.0,0,Omicron (BA.2-like),34,56.0,29
2022-07-28,356,1.35,1.0,4,Omicron (BA.5-like),1040,1401.0,680
2022-07-28,28,1.4,1.0,1,Omicron (BA.4-like),94,132.0,65
2022-07-29,428,1.34,1.0,2,Omicron (BA.5-like),1373,1833.0,943
2022-07-29,51,1.48,1.0,0,Omicron (BA.4-like),178,263.0,127
2022-07-29,8,2.29,2.0,0,Omicron (BA.2-like),55,126.0,47
2022-07-29,0,19.0,19.0,1,Omicron (BA.1-like),1,19.0,0
2022-07-30,44,1.44,1.0,0,Omicron (BA.4-like),162,234.0,118
2022-07-30,404,1.35,1.0,1,Omicron (BA.5-like),1207,1635.0,802
2022-07-30,4,2.11,2.0,0,Omicron (BA.2-like),45,95.0,41
2022-07-30,0,19.0,19.0,1,Omicron (BA.1-like),1,19.0,0
2022-07-31,48,1.55,1.0,0,Omicron (BA.4-like),207,320.0,159
2022-07-31,471,1.31,1.0,3,Omicron (BA.5-like),1442,1884.0,968
2022-07-31,12,1.92,2.0,2,Omicron (BA.2-like),53,102.0,39
2022-08-01,837,1.42,1.0,9,Omicron (BA.5-like),2619,3718.0,1773
2022-08-01,87,1.53,1.0,0,Omicron (BA.4-like),336,513.0,249
2022-08-01,13,2.26,2.0,1,Omicron (BA.2-like),74,167.0,60
2022-08-02,406,1.4,1.0,1,Omicron (BA.5-like),1339,1877.0,932
2022-08-02,52,1.46,1.0,0,Omicron (BA.4-like),161,235.0,109
2022-08-02,7,2.4,2.0,1,Omicron (BA.2-like),45,108.0,37
2022-08-03,351,1.36,1.0,2,Omicron (BA.5-like),1051,1429.0,698
2022-08-03,38,1.52,1.0,1,Omicron (BA.4-like),151,229.0,112
2022-08-03,5,1.75,1.5,0,Omicron (BA.2-like),24,42.0,19
2022-08-04,261,1.46,1.0,5,Omicron (BA.5-like),810,1186.0,544
2022-08-04,24,1.47,1.0,0,Omicron (BA.4-like),91,134.0,67
2022-08-04,3,2.31,2.5,0,Omicron (BA.2-like),16,37.0,13
2022-08-04,0,15.0,15.0,1,Delta (B.1.617.2-like),1,15.0,0
2022-08-05,175,1.56,1.0,2,Omicron (BA.5-like),610,953.0,433
2022-08-05,20,1.82,2.0,0,Omicron (BA.4-like),92,167.0,72
2022-08-05,0,2.73,2.5,1,Omicron (BA.2-like),22,60.0,21
2022-08-05,0,15.0,15.0,1,Omicron (BA.1-like),1,15.0,0
2022-08-06,158,1.42,1.0,0,Omicron (BA.5-like),494,702.0,336
2022-08-06,18,1.44,1.0,0,Omicron (BA.4-like),59,85.0,41
2022-08-06,4,2.25,2.0,0,Omicron (BA.2-like),12,27.0,8
2022-08-07,128,1.59,1.0,3,Omicron (BA.5-like),457,727.0,326
2022-08-07,16,1.82,2.0,1,Omicron (BA.4-like),57,104.0,40
2022-08-07,2,1.8,2.0,0,Omicron (BA.2-like),5,9.0,3
2022-08-08,261,1.53,1.0,2,Omicron (BA.5-like),886,1353.0,623
2022-08-08,36,1.58,1.0,0,Omicron (BA.4-like),113,179.0,77
2022-08-08,3,3.25,3.0,1,Omicron (BA.2-like),20,65.0,16
2022-08-09,224,1.53,1.0,1,Omicron (BA.5-like),662,1010.0,437
2022-08-09,12,1.98,2.0,0,Omicron (BA.4-like),65,129.0,53
2022-08-09,0,2.71,2.0,0,Omicron (BA.2-like),7,19.0,7
2022-08-10,138,1.43,1.0,0,Omicron (BA.5-like),475,679.0,337
2022-08-10,7,2.0,2.0,0,Omicron (BA.4-like),37,74.0,30
2022-08-10,0,3.5,3.5,0,Omicron (BA.2-like),2,7.0,2
2022-08-11,287,1.57,1.0,2,Omicron (BA.5-like),1059,1665.0,770
2022-08-11,30,1.48,1.0,1,Omicron (BA.4-like),110,163.0,79
2022-08-11,0,3.12,3.0,0,Omicron (BA.2-like),16,50.0,16
2022-08-12,422,1.59,1.0,5,Omicron (BA.5-like),1454,2315.0,1027
2022-08-12,62,1.41,1.0,1,Omicron (BA.4-like),194,273.0,131
2022-08-12,3,3.11,3.0,2,Omicron (BA.2-like),27,84.0,22
2022-08-13,275,1.63,1.0,3,Omicron (BA.5-like),1108,1810.0,830
2022-08-13,35,1.79,2.0,0,Omicron (BA.4-like),145,259.0,110
2022-08-13,1,3.64,3.0,1,Omicron (BA.2-like),25,91.0,23
2022-08-14,246,1.69,1.0,4,Omicron (BA.5-like),919,1557.0,669
2022-08-14,36,1.62,1.0,1,Omicron (BA.4-like),119,193.0,82
2022-08-14,3,2.9,2.0,0,Omicron (BA.2-like),10,29.0,7
2022-08-15,368,1.6,1.0,4,Omicron (BA.5-like),1320,2107.0,948
2022-08-15,45,1.62,1.0,0,Omicron (BA.4-like),146,237.0,101
2022-08-15,2,3.29,2.5,1,Omicron (BA.2-like),28,92.0,25
2022-08-15,0,16.0,16.0,1,Omicron (BA.1-like),1,16.0,0
2022-08-16,230,1.56,1.0,2,Omicron (BA.5-like),820,1276.0,588
2022-08-16,15,1.93,2.0,0,Omicron (BA.4-like),73,141.0,58
2022-08-16,5,2.0,2.0,0,Omicron (BA.2-like),23,46.0,18
2022-08-17,221,1.6,1.0,4,Omicron (BA.5-like),789,1263.0,564
2022-08-17,31,1.63,1.0,0,Omicron (BA.4-like),100,163.0,69
2022-08-17,0,20.0,20.0,1,Omicron (BA.1-like),1,20.0,0
2022-08-17,1,2.9,3.0,0,Omicron (BA.2-like),21,61.0,20
2022-08-18,266,1.55,1.0,4,Omicron (BA.5-like),877,1360.0,607
2022-08-18,39,1.52,1.0,0,Omicron (BA.4-like),116,176.0,77
2022-08-18,1,3.0,3.0,0,Omicron (BA.2-like),17,51.0,16
2022-08-19,294,1.66,1.0,5,Omicron (BA.5-like),1114,1848.0,815
2022-08-19,30,1.84,2.0,1,Omicron (BA.4-like),125,230.0,94
2022-08-19,2,2.62,2.0,0,Omicron (BA.2-like),29,76.0,27
2022-08-20,270,1.67,1.0,4,Omicron (BA.5-like),982,1638.0,708
2022-08-20,29,1.77,2.0,1,Omicron (BA.4-like),101,179.0,71
2022-08-20,6,1.84,2.0,0,Omicron (BA.2-like),19,35.0,13
2022-08-21,314,1.56,1.0,6,Omicron (BA.5-like),1117,1742.0,797
2022-08-21,34,1.8,2.0,0,Omicron (BA.4-like),141,254.0,107
2022-08-21,2,3.18,3.0,0,Omicron (BA.2-like),17,54.0,15
2022-08-22,465,1.64,1.0,9,Omicron (BA.5-like),1633,2678.0,1159
2022-08-22,52,1.69,1.0,0,Omicron (BA.4-like),196,332.0,144
2022-08-22,3,2.82,3.0,1,Omicron (BA.2-like),17,48.0,13
2022-08-23,192,1.63,1.0,7,Omicron (BA.5-like),717,1168.0,518
2022-08-23,1,3.69,3.5,0,Omicron (BA.2-like),16,59.0,15
2022-08-23,17,1.82,2.0,0,Omicron (BA.4-like),76,138.0,59
2022-08-24,143,1.59,1.0,1,Omicron (BA.5-like),490,777.0,346
2022-08-24,1,2.86,2.5,1,Omicron (BA.2-like),14,40.0,12
2022-08-24,13,1.46,1.0,0,Omicron (BA.4-like),41,60.0,28
2022-08-25,185,1.6,1.0,3,Omicron (BA.5-like),652,1042.0,464
2022-08-25,24,1.49,1.0,0,Omicron (BA.4-like),75,112.0,51
2022-08-25,3,3.0,3.0,1,Omicron (BA.2-like),18,54.0,14
2022-08-26,340,1.61,1.0,4,Omicron (BA.5-like),1159,1870.0,815
2022-08-26,40,1.78,1.0,0,Omicron (BA.4-like),161,286.0,121
2022-08-26,3,2.7,2.0,1,Omicron (BA.2-like),20,54.0,16
2022-08-27,372,1.68,1.0,5,Omicron (BA.5-like),1524,2556.0,1147
2022-08-27,66,1.64,1.0,2,Omicron (BA.4-like),227,373.0,159
2022-08-27,0,3.24,3.0,1,Omicron (BA.2-like),17,55.0,16
2022-08-27,0,3.0,3.0,0,.,1,3.0,1
2022-08-28,377,1.64,1.0,5,Omicron (BA.5-like),1350,2219.0,968
2022-08-28,2,3.08,2.0,2,Omicron (BA.2-like),26,80.0,22
2022-08-28,47,1.62,1.0,0,Omicron (BA.4-like),192,311.0,145
2022-08-29,414,1.73,1.0,11,Omicron (BA.5-like),1373,2374.0,948
2022-08-29,34,1.7,1.5,0,Omicron (BA.4-like),146,248.0,112
2022-08-29,6,4.47,3.0,3,Omicron (BA.2-like),34,152.0,25
2022-08-29,0,2.0,2.0,0,Omicron (Unassigned),1,2.0,1
2022-08-30,229,1.75,1.0,6,Omicron (BA.5-like),811,1416.0,576
2022-08-30,39,1.41,1.0,0,Omicron (BA.4-like),112,158.0,73
2022-08-30,3,2.8,3.0,0,Omicron (BA.2-like),25,70.0,22
2022-08-31,122,1.64,1.0,2,Omicron (BA.5-like),469,767.0,345
2022-08-31,24,1.76,1.0,1,Omicron (BA.4-like),59,104.0,34
2022-08-31,2,2.22,2.0,0,Omicron (BA.2-like),18,40.0,16
2022-09-01,92,1.71,1.0,2,Omicron (BA.5-like),288,492.0,194
2022-09-01,7,1.42,1.0,0,Omicron (BA.4-like),33,47.0,26
2022-09-01,1,2.62,2.0,0,Omicron (BA.2-like),16,42.0,15
2022-09-01,0,29.0,29.0,1,Delta (AY.4-like),1,29.0,0
2022-09-02,169,1.78,1.0,5,Omicron (BA.5-like),672,1197.0,498
2022-09-02,23,1.67,2.0,0,Omicron (BA.4-like),88,147.0,65
2022-09-02,3,2.0,1.5,0,Omicron (BA.2-like),12,24.0,9
2022-09-03,50,1.7,1.0,0,Omicron (BA.4-like),187,317.0,137
2022-09-03,302,1.72,1.0,6,Omicron (BA.5-like),1167,2010.0,859
2022-09-03,3,2.71,2.0,0,Omicron (BA.2-like),21,57.0,18
2022-09-04,364,1.71,1.0,6,Omicron (BA.5-like),1461,2501.0,1091
2022-09-04,45,1.69,1.0,1,Omicron (BA.4-like),183,310.0,137
2022-09-04,2,3.88,3.0,2,Omicron (BA.2-like),26,101.0,22
2022-09-05,106,1.87,2.0,1,Omicron (BA.5-like),429,802.0,322
2022-09-05,15,1.52,1.0,0,Omicron (BA.4-like),44,67.0,29
2022-09-05,2,4.17,3.0,2,Omicron (BA.2-like),12,50.0,8
2022-09-05,1,0.0,0.0,0,Omicron (BA.1-like),1,0.0,0
2022-09-06,532,1.72,1.0,16,Omicron (BA.5-like),1903,3266.0,1355
2022-09-06,60,1.66,1.0,1,Omicron (BA.4-like),244,405.0,183
2022-09-06,3,3.8,3.0,4,Omicron (BA.2-like),46,175.0,39
2022-09-06,0,20.0,20.0,1,Omicron (BA.1-like),1,20.0,0
2022-09-07,144,1.77,1.0,5,Omicron (BA.5-like),509,901.0,360
2022-09-07,28,1.61,1.0,0,Omicron (BA.4-like),83,134.0,55
2022-09-07,0,2.0,2.0,0,Omicron (BA.2-like),16,32.0,16
2022-09-07,0,19.0,19.0,1,Omicron (BA.1-like),1,19.0,0
2022-09-07,0,24.0,24.0,1,Omicron (XBB-like),1,24.0,0
2022-09-08,114,1.73,1.0,1,Omicron (BA.5-like),412,713.0,297
2022-09-08,16,0.92,1.0,0,Omicron (BA.4-like),38,35.0,22
2022-09-08,1,2.75,3.0,0,Omicron (BA.2-like),8,22.0,7
2022-09-09,120,1.73,1.0,2,Omicron (BA.5-like),382,661.0,260
2022-09-09,15,1.06,1.0,0,Omicron (BA.4-like),48,51.0,33
2022-09-09,0,3.33,3.0,1,Omicron (BA.2-like),12,40.0,11
2022-09-10,285,1.86,2.0,11,Omicron (BA.5-like),1147,2138.0,851
2022-09-10,58,1.77,1.0,0,Omicron (BA.4-like),178,315.0,120
2022-09-10,0,4.45,3.0,2,Omicron (BA.2-like),22,98.0,20
2022-09-11,226,1.93,2.0,9,Omicron (BA.5-like),933,1802.0,698
